A,农、林、牧、渔业,,,
2682,    化妆品制造,2672, 化妆品制造,
2683,    口腔清洁用品制造,2673, 口腔清洁用品制造,
2684,    香料、香精制造,2674, 香料、香精制造,
2689,    其他日用化学产品制造,2679, 其他日用化学产品制造,
27,医药制造业 ,, ,
2710,  化学药品原料药制造,2710, 化学药品原药制造,
2720,  化学药品制剂制造,2720, 化学药品制剂制造,
2730,  中药饮片加工,2730, 中药饮片加工,
2740,  中成药生产,2740, 中成药制造,
2750,  兽用药品制造,2750, 兽用药品制造,
2760,  生物药品制造,2760, 生物、生化制品的制造,  更名
2770,  卫生材料及医药用品制造,2770, 卫生材料及医药用品制造,
28,化学纤维制造业,, ,
281,  纤维素纤维原料及纤维制造,, ,
2811,    化纤浆粕制造,2811, 化纤浆粕制造,
2812,    人造纤维（纤维素纤维）制造,2812, 人造纤维（纤维素纤维）制造,
282,  合成纤维制造,, ,
2821,    锦纶纤维制造,2821, 锦纶纤维制造,
2822,    涤纶纤维制造,2822, 涤纶纤维制造,
2823,    腈纶纤维制造,2823, 腈纶纤维制造,
2824,    维纶纤维制造,2824, 维纶纤维制造,
2825,    丙纶纤维制造,2829, 其他合成纤维制造,  新增，原2829部分内容调到此类
2826,    氨纶纤维制造,2829, 其他合成纤维制造,  新增，原2829部分内容调到此类
2829,    其他合成纤维制造,2829, 其他合成纤维制造,  内容变更，原2829部分内容调出
29,橡胶和塑料制品业,, ,
291,  橡胶制品业,,,
2911,    轮胎制造,2911, 车辆、飞机及工程机械轮胎制造,  调整，原中类调整为小类，原2911、2912、2913小类合并
,,2912, 力车胎制造,
,,2913, 轮胎翻新加工,
2912,    橡胶板、管、带制造,2920, 橡胶板、管、带的制造,
2913,    橡胶零件制造,2930, 橡胶零件制造,
2914,    再生橡胶制造,2940, 再生橡胶制造,
2915,    日用及医用橡胶制品制造,2950, 日用及医用橡胶制品制造,
2919,    其他橡胶制品制造,2990, 其他橡胶制品制造,
292,  塑料制品业,, ,
2921,    塑料薄膜制造,3010, 塑料薄膜制造,
2922,    塑料板、管、型材制造,3020, 塑料板、管、型材的制造,
2923,    塑料丝、绳及编织品制造,3030, 塑料丝、绳及编织品的制造,
2924,    泡沫塑料制造,3040, 泡沫塑料制造,
2925,    塑料人造革、合成革制造,3050, 塑料人造革、合成革制造,
2926,    塑料包装箱及容器制造,3060, 塑料包装箱及容器制造,
2927,    日用塑料制品制造,3082, 日用塑料杂品制造,
2928,    塑料零件制造,3070, 塑料零件制造,
2929,    其他塑料制品制造,3090, 其他塑料制品制造,
30,非金属矿物制品业,, ,
301,  水泥、石灰和石膏制造,, ,
3011,    水泥制造,3111, 水泥制造,
3012,    石灰和石膏制造,3112, 石灰和石膏制造,
302,  石膏、水泥制品及类似制品制造,, ,  更名
3021,    水泥制品制造,3121, 水泥制品制造,
3022,    砼结构构件制造,3122, 砼结构构件制造,
3023,    石棉水泥制品制造,3123, 石棉水泥制品制造,
3024,    轻质建筑材料制造,3124, 轻质建筑材料制造,
3029,    其他水泥类似制品制造,3129, 其他水泥制品制造,
303,  砖瓦、石材等建筑材料制造,, ,
3031,    粘土砖瓦及建筑砌块制造,3131, 粘土砖瓦及建筑砌块制造,
3032,    建筑陶瓷制品制造,3132, 建筑陶瓷制品制造,
3033,    建筑用石加工,3133, 建筑用石加工,
3034,    防水建筑材料制造,3134, 防水建筑材料制造,
3035,    隔热和隔音材料制造,3135, 隔热和隔音材料制造,
3039,    其他建筑材料制造,3139, 其他建筑材料制造,
304,  玻璃制造,, ,
3041,    平板玻璃制造,3141, 平板玻璃制造,  内容变更，原3141部分内容调出
3049,    其他玻璃制造,3141, 平板玻璃制造,  新增，原3141、3142部分内容调到此类
,,3142,技术玻璃制品制造,
305,  玻璃制品制造,,,
3051,    技术玻璃制品制造,3142, 技术玻璃制品制造,　内容变更，原3142部分内容调出
3052,    光学玻璃制造,3143, 光学玻璃制造,
3053,    玻璃仪器制造,3144, 玻璃仪器制造,
3054,    日用玻璃制品制造,3145, 日用玻璃制品及玻璃包装容器制造,  新增，将原3145分解
3055,    玻璃包装容器制造,3145, 日用玻璃制品及玻璃包装容器制造,  新增，将原3145分解
